Company Name,Last Price,% Change,52 wk High,52 wk Low,Market Cap (Rs. cr),Category,Color
Divis Labs,4097.85,0.02,4205.0,2090.05,108785.04,pharmaceuticals-drugs,3
Dr Reddys Labs,5311.2,0.74,5512.65,3814.0,88325.91,pharmaceuticals-drugs,3
Cipla,935.6,0.47,966.35,616.3,75455.52,pharmaceuticals-drugs,3
Cadila Health,622.55,0.21,673.7,333.0,63733.1,pharmaceuticals-drugs,3
Aurobindo Pharm,1022.65,0.88,1063.9,703.1,59921.01,pharmaceuticals-drugs,3
Lupin,1211.05,1.02,1246.8,828.4,54948.78,pharmaceuticals-drugs,3
Gland,3274.65,4.45,3514.85,1500.0,53673.06,pharmaceuticals-drugs,4
Torrent Pharma,2723.7,0.21,3031.2,2231.85,46091.19,pharmaceuticals-drugs,3
Alkem Lab,2905.0,-3.04,3151.5,2222.0,34733.63,pharmaceuticals-drugs,1
Abbott India,16131.4,-0.21,17799.0,13959.8,34278.1,pharmaceuticals-drugs,2
Ipca Labs,2213.35,-1.45,2460.0,1466.0,28076.81,pharmaceuticals-drugs,2
Laurus Labs,515.7,0.33,518.5,89.35,27672.58,pharmaceuticals-drugs,3
GlaxoSmithKline,1468.7,0.1,1807.5,1206.0,24880.66,pharmaceuticals-drugs,3
Pfizer,5252.35,0.18,5900.0,3930.85,24028.31,pharmaceuticals-drugs,3
Natco Pharma,1051.85,-2.89,1188.05,571.8,19179.2,pharmaceuticals-drugs,1
Alembic Pharma,954.45,-0.61,1145.0,791.25,18760.97,pharmaceuticals-drugs,2
Sanofi India,7718.65,-0.17,8989.0,7424.0,17776.53,pharmaceuticals-drugs,2
Ajanta Pharma,1969.05,0.69,2049.0,1331.0,17038.54,pharmaceuticals-drugs,3
Glenmark,601.55,-0.58,640.0,341.5,16973.83,pharmaceuticals-drugs,2
Jubilant Pharmo,845.15,1.77,1046.95,430.0,13461.65,pharmaceuticals-drugs,3
Suven Pharma,512.95,-1.69,758.1,152.63,13057.91,pharmaceuticals-drugs,2
JB Chemicals,1415.05,-0.9,1513.55,631.55,10935.8,pharmaceuticals-drugs,2
Procter&Gamble,6046.0,0.17,7500.0,3900.05,10035.99,pharmaceuticals-drugs,3
AstraZeneca,3859.55,0.72,4970.0,2890.0,9648.88,pharmaceuticals-drugs,3
Eris Life,707.65,0.39,734.9,400.8,9608.52,pharmaceuticals-drugs,3
Wockhardt,723.7,4.89,723.7,214.75,8017.23,pharmaceuticals-drugs,4
Granules India,319.4,-0.47,437.95,166.0,7910.73,pharmaceuticals-drugs,2
Strides Pharma ,798.6,0.03,999.0,382.5,7161.92,pharmaceuticals-drugs,3
Sequent Scienti,277.8,-1.23,312.0,83.0,6899.75,pharmaceuticals-drugs,2
Aarti Drugs,725.65,-1.79,1026.95,213.26,6763.06,pharmaceuticals-drugs,2
SOLARA ACTIVE P,1779.65,-0.73,1859.95,468.0,6394.24,pharmaceuticals-drugs,2
FDC,346.85,-5.0,379.0,236.6,5855.18,pharmaceuticals-drugs,0
Advanced Enzyme,483.35,2.18,503.7,148.6,5400.39,pharmaceuticals-drugs,3
Hikal,399.75,-1.32,405.1,111.0,4928.95,pharmaceuticals-drugs,2
Caplin Labs,612.05,-1.39,686.0,305.1,4629.71,pharmaceuticals-drugs,2
Valiant Organic,1629.75,-4.53,1991.0,1121.0,4425.34,pharmaceuticals-drugs,1
Shilpa,522.5,-1.98,695.0,311.6,4259.78,pharmaceuticals-drugs,2
IOL Chemicals,617.15,-0.59,898.9,304.0,3623.01,pharmaceuticals-drugs,2
Dishman Carboge,216.5,12.7,216.8,63.6,3394.35,pharmaceuticals-drugs,5
Alembic,131.0,-2.31,143.3,47.85,3363.84,pharmaceuticals-drugs,2
Indoco Remedies,338.2,-5.7,377.7,197.2,3116.53,pharmaceuticals-drugs,0
Marksans Pharma,73.45,-0.61,81.95,19.6,3006.41,pharmaceuticals-drugs,2
Neuland Lab,2211.15,0.28,2844.4,377.0,2836.88,pharmaceuticals-drugs,3
Morepen Lab,57.35,-1.21,72.05,15.6,2579.75,pharmaceuticals-drugs,2
Unichem Labs,358.3,-1.48,375.0,123.25,2522.64,pharmaceuticals-drugs,2
Panacea Biotec,403.7,4.99,406.25,146.0,2472.69,pharmaceuticals-drugs,4
Amrutanjan Heal,776.8,1.46,776.8,320.1,2270.64,pharmaceuticals-drugs,3
Hester Bio,2666.9,-2.67,3134.0,1130.0,2268.7,pharmaceuticals-drugs,1
Gufic Bio,191.85,-2.96,215.95,52.0,1493.17,pharmaceuticals-drugs,1
SMS Pharma,172.35,4.93,172.35,36.0,1458.98,pharmaceuticals-drugs,4
Suven Life Sci,94.75,-0.32,116.0,30.5,1206.0,pharmaceuticals-drugs,2
Bliss GVS,109.0,-1.54,221.0,91.65,1126.59,pharmaceuticals-drugs,2
Take Solutions,65.4,-4.46,72.9,38.0,967.49,pharmaceuticals-drugs,1
TTK Healthcare,610.55,-0.95,733.9,385.65,862.73,pharmaceuticals-drugs,2
Kopran,197.65,1.49,234.0,26.7,854.85,pharmaceuticals-drugs,3
RPG Life,448.95,-0.53,509.4,235.0,742.52,pharmaceuticals-drugs,2
Nectar Life,28.55,-1.89,33.25,11.85,640.27,pharmaceuticals-drugs,2
Lincoln Pharma,296.25,-7.7,337.95,149.65,592.5,pharmaceuticals-drugs,0
Ind-Swift Labs,87.8,-3.41,92.35,23.0,518.78,pharmaceuticals-drugs,1
Themis Medicare,522.3,5.39,524.0,275.25,479.91,pharmaceuticals-drugs,5
Venus Remedies,320.9,2.36,353.75,46.0,396.05,pharmaceuticals-drugs,3
Zota Health Car,147.45,-1.67,188.0,135.25,362.14,pharmaceuticals-drugs,2
Wanbury,101.95,-2.02,114.0,17.35,332.67,pharmaceuticals-drugs,2
Bafna Pharma,135.8,-1.49,233.55,110.0,321.25,pharmaceuticals-drugs,2
Lasa Supergener,76.85,-4.65,100.9,34.05,312.57,pharmaceuticals-drugs,1
Beta Drugs,317.7,4.99,317.7,43.3,305.43,pharmaceuticals-drugs,4
Kilitch Drugs,178.5,4.2,179.4,78.6,277.78,pharmaceuticals-drugs,4
Krebs Biochem,128.2,-0.23,148.8,68.1,276.41,pharmaceuticals-drugs,2
JagsonpalPharma,104.3,5.46,109.4,23.7,273.25,pharmaceuticals-drugs,5
Albert David,477.6,5.76,557.4,374.0,272.57,pharmaceuticals-drugs,5
Brooks Labs,103.65,2.73,103.65,25.9,256.04,pharmaceuticals-drugs,4
Vivimed Labs,30.5,4.99,41.5,9.85,252.89,pharmaceuticals-drugs,4
Sakar Healthcar,135.85,-1.31,158.8,45.7,232.55,pharmaceuticals-drugs,2
Mangalam Drugs,134.1,0.52,175.7,51.2,212.26,pharmaceuticals-drugs,3
Lyka Labs,66.55,4.97,66.55,15.05,190.93,pharmaceuticals-drugs,4
SMS Lifescience,599.3,-0.32,749.9,216.85,181.19,pharmaceuticals-drugs,2
Bal Pharma,98.95,4.99,137.7,34.05,146.67,pharmaceuticals-drugs,4
Alpa Labs,55.85,-0.62,73.4,16.95,117.51,pharmaceuticals-drugs,2
Biofil Chem,70.7,-0.35,356.1,11.75,115.06,pharmaceuticals-drugs,2
Vaishali Pharma,37.0,0.82,77.05,28.35,39.02,pharmaceuticals-drugs,3
Ortin Labs,28.05,-1.75,33.95,10.3,22.81,pharmaceuticals-drugs,2
Syncom Health,3.15,0.0,4.05,1.1,12.6,pharmaceuticals-drugs,2
Jindal Photo,52.75,-0.09,90.4,11.3,54.11,photographic-products,2
Apollo Pipes,1092.95,-1.43,1209.3,295.1,1432.79,plastic-products,2
Nahar Poly Film,157.1,-2.33,165.9,39.2,386.28,plastic-products,2
PPL,155.1,-2.58,162.85,37.2,370.97,plastic-products,1
Sintex Plastics,4.0,3.9,4.6,1.2,254.46,plastic-products,4
Kingfa Science,959.2,-0.22,1079.8,347.0,1161.64,plastic-products-others,2
Arrow Greentech,116.8,-0.17,128.8,30.6,164.55,plastic-products-others,2
Premier Polyfil,50.9,-3.05,56.8,18.4,106.63,plastic-products-others,1
Tokyo Plast,81.05,-2.47,86.65,50.35,77.01,plastic-products-others,2
Tainwala Chem,74.7,0.07,93.25,34.45,69.95,plastic-products-others,3
Supreme Ind,2210.4,1.15,2339.95,969.0,28078.02,plastics-moulded-articles-and-furnitures,3
Nilkamal,2193.85,-0.76,2249.0,976.4,3273.78,plastics-moulded-articles-and-furnitures,2
Time Techno,80.6,0.94,86.3,27.6,1822.74,plastics-moulded-articles-and-furnitures,3
Mold-Tek Pack,500.15,-1.55,522.2,164.55,1395.99,plastics-moulded-articles-and-furnitures,2
Acrysil India,469.95,4.51,476.6,181.25,1254.53,plastics-moulded-articles-and-furnitures,4
Pil Italica,11.75,0.0,19.2,3.5,276.13,plastics-moulded-articles-and-furnitures,2
Hitech Corp,184.95,4.29,192.0,56.85,317.66,plastics-pet-bottels-jars-containers,4
TPL Plastech,229.4,-0.02,248.0,76.0,178.94,plastics-pet-bottels-jars-containers,2
Pearl Polymers,14.8,-1.33,23.2,9.45,24.92,plastics-pet-bottels-jars-containers,2
Sintex Ind,3.5,1.45,5.6,1.05,209.73,plastics-thermoplastics,3
Xpro India,135.25,4.97,149.9,14.5,159.78,plastics-thermoplastics,4
Astral Ltd,1815.65,1.39,1980.0,594.04,36477.82,plastics-tubespipeshoses-fittings,3
Finolex Ind,165.3,1.66,165.3,80.72,10256.48,plastics-tubespipeshoses-fittings,3
Prince Pipes,730.1,-1.22,794.4,76.05,8032.98,plastics-tubespipeshoses-fittings,2
Jain Irrigation,21.45,-2.28,26.35,6.5,1064.71,plastics-tubespipeshoses-fittings,2
Texmo Pipes,57.0,9.93,57.0,9.5,166.41,plastics-tubespipeshoses-fittings,5
JISL,13.5,2.66,17.4,6.4,26.05,plastics-tubespipeshoses-fittings,4
Tijaria Polypip,7.8,4.7,9.7,4.95,22.33,plastics-tubespipeshoses-fittings,4
Sanco Ind,8.65,-0.57,21.5,6.9,9.96,plastics-tubespipeshoses-fittings,2
Gujarat Pipavav,102.65,-1.2,117.9,60.05,4962.51,ports,2
Dredging Corp,397.8,-0.18,457.95,211.0,1113.84,ports,2
Adani Trans,1450.2,-5.0,1526.5,167.0,159494.46,power-generationdistribution,0
Power Grid Corp,232.9,0.82,239.85,154.6,121843.72,power-generationdistribution,3
NTPC,113.3,0.35,116.75,78.1,109863.23,power-generationdistribution,3
Adani Power,100.4,-0.64,108.7,33.4,38723.67,power-generationdistribution,2
Tata Power,107.45,0.14,114.5,33.6,34333.92,power-generationdistribution,3
NHPC,25.65,0.39,27.6,19.4,25765.51,power-generationdistribution,3
Torrent Power,434.7,-1.15,465.9,293.0,20892.41,power-generationdistribution,2
JSW Energy,118.1,1.03,125.5,38.9,19401.31,power-generationdistribution,3
IEX,360.05,-1.95,413.65,161.0,10785.53,power-generationdistribution,2
SJVN,26.85,-0.19,28.7,20.65,10551.5,power-generationdistribution,2
IndiGrid InvIT ,130.85,0.12,145.2,98.0,9161.85,power-generationdistribution,3
CESC,682.15,-0.39,731.0,533.6,9042.38,power-generationdistribution,2
NLC India,60.65,-0.57,73.75,40.15,8409.95,power-generationdistribution,2
Sterling & Wils,232.6,-1.21,343.8,141.45,3729.97,power-generationdistribution,2
PTC India,91.2,1.39,101.1,32.85,2699.6,power-generationdistribution,3
Jaiprakash Pow,3.9,4.0,4.25,0.7,2672.85,power-generationdistribution,4
Rattanindia Ent,17.9,-4.79,18.8,1.5,2474.26,power-generationdistribution,1
Reliance Power,7.85,4.67,7.85,1.7,2202.02,power-generationdistribution,4
Rattan Power,3.25,4.84,4.45,1.1,1745.28,power-generationdistribution,4
Reliance Infra,58.0,2.65,58.3,15.05,1525.34,power-generationdistribution,4
Nava Bharat Ven,92.75,-1.07,104.85,34.55,1332.32,power-generationdistribution,2
DPSC,12.85,4.9,17.8,7.15,1251.32,power-generationdistribution,4
Guj Ind Power,82.35,-0.96,94.7,53.2,1245.55,power-generationdistribution,2
BF Utilities,312.7,-0.89,343.4,136.3,1177.87,power-generationdistribution,2
Urja Global,6.9,0.0,9.35,2.2,384.48,power-generationdistribution,2
Orient Green,2.3,0.0,3.6,1.65,172.67,power-generationdistribution,2
Energy Dev,10.1,2.54,16.55,4.5,47.98,power-generationdistribution,4
Indowind Energy,4.15,1.22,5.75,2.4,37.24,power-generationdistribution,3
S E Power,6.5,4.84,6.5,1.95,26.4,power-generationdistribution,4
Karma Energy,14.7,2.08,25.3,8.0,17.01,power-generationdistribution,3
Urja Global-RI,2.1,2.44,5.0,2.1,10.5,power-generationdistribution,3
Indiamart Inter,7655.1,0.92,9950.0,2035.0,23243.74,printing-publishing,3
Navneet,91.75,15.41,95.5,65.3,2099.89,printing-publishing,5
DB Corp,98.4,4.96,104.9,58.0,1721.62,printing-publishing,4
JagranPrakashan,59.65,3.11,65.4,35.5,1659.35,printing-publishing,4
MPS,637.75,-0.95,680.0,216.45,1151.16,printing-publishing,2
Hindustan Media,91.5,20.0,91.5,36.45,674.09,printing-publishing,5
HT Media,28.0,7.07,30.6,10.1,651.7,printing-publishing,5
Sandesh,828.65,5.99,828.65,426.5,627.24,printing-publishing,5
Repro India,366.6,3.99,465.0,322.1,443.18,printing-publishing,4
S Chand and Co,100.25,4.05,134.0,41.1,350.63,printing-publishing,4
Sambhaav Media,2.75,0.0,3.15,1.45,52.56,printing-publishing,2
Next Mediaworks,4.75,4.4,7.9,3.25,31.77,printing-publishing,4
Infomedia Press,4.6,4.55,29.4,2.35,23.09,printing-publishing,4
Diligent Media ,1.8,2.86,1.8,0.3,21.19,printing-publishing,4
Cyber Media,10.45,-0.48,19.4,2.3,16.37,printing-publishing,2
Kokuyo Camlin,61.45,6.96,75.4,45.15,616.37,printing-stationery,5
Linc PenandPlas,161.85,2.7,195.95,135.1,240.71,printing-stationery,4
Vasa Retail and,5.05,1.0,7.55,4.95,3.03,printing-stationery,3
SAB Events,1.45,-3.33,1.75,0.85,1.52,printing-and-publishing,1
Texmaco Rail,28.85,-0.52,38.75,21.5,722.24,railways-wagons,2
Titagarh Wagons,52.2,-0.1,62.2,28.6,623.2,railways-wagons,2
CRISIL,1910.0,-0.55,2124.0,1357.0,13894.38,ratings,2
ICRA,3166.0,0.44,3984.7,2360.05,3055.58,ratings,3
CARE Ratings,556.0,0.83,607.7,296.15,1638.04,ratings,3
IOC,110.3,0.78,110.3,71.65,103838.17,refineries,3
BPCL,473.6,0.16,482.4,312.05,102735.81,refineries,3
HPCL,288.25,1.3,288.3,162.9,40889.66,refineries,3
MRPL,50.35,-0.69,55.25,25.25,8824.33,refineries,2
Chennai Petro,130.65,-2.46,135.5,47.6,1945.53,refineries,2
Orient Refract,321.9,5.08,337.4,131.8,3867.28,refractories,5
Vesuvius India,1038.2,-2.1,1200.0,832.8,2107.14,refractories,2
IFGL Refractory,361.05,1.01,432.0,93.0,1301.2,refractories,3
Orient Abrasive,24.25,-0.61,29.4,12.05,290.13,refractories,2
General Insuran,193.15,-0.13,244.2,115.0,33886.24,reinsurance,2
Adani Green Ene,1317.7,-3.18,1364.15,236.5,206090.16,renewables,1
Banka Bioloo,75.15,-4.63,108.95,22.7,77.26,renewables,1
Solex Energy,55.5,3.16,59.2,20.15,44.4,renewables,4
Zodiac Energy,18.9,-0.53,19.15,5.83,27.66,renewables,2
Felix Industrie,41.95,3.97,51.25,10.8,21.37,renewables,4
Avenue Supermar,3102.55,2.04,3330.0,1954.85,200975.34,retailing,3
Trent,826.7,2.09,944.7,437.05,29388.15,retailing,3
Aditya Birla F,185.25,-3.29,223.7,101.55,16538.56,retailing,1
V-Mart Retail,2781.95,-0.88,3128.95,1565.0,5482.15,retailing,2
Future Retail,45.95,-1.61,167.9,40.55,2491.8,retailing,2
Shoppers Stop,222.4,0.68,269.95,124.21,2432.14,retailing,3
AFL,144.8,3.06,188.44,115.21,1643.31,retailing,4
AB F&R-PP,152.0,-1.87,152.0,84.5,1360.66,retailing,2
Spencer Retail,75.6,-2.07,106.49,65.7,681.45,retailing,2
Future Ent DVR,12.8,0.79,23.6,9.5,581.4,retailing,3
V2 Retail,128.5,3.17,154.7,43.0,438.25,retailing,4
Future Ent,9.15,0.0,22.15,7.9,416.26,retailing,2
Future Market,14.45,-1.37,32.55,11.55,83.15,retailing,2
Mandhana Retail,11.85,-1.66,16.0,6.6,26.17,retailing,2
Elgi Rubber,36.75,-2.13,41.5,13.55,183.93,rubber-products,2
Cochin Shipyard,384.0,-1.32,426.5,218.45,5051.15,ship-building,2
Mazagon Dock,215.4,2.18,242.6,145.0,4344.4,ship-building,3
Garden Reach Sh,184.8,-0.67,243.0,132.05,2116.92,ship-building,2
Tata Elxsi,3565.95,-0.45,4090.0,740.1,22207.47,software,2
Tanla Platforms,876.55,1.11,1030.0,62.0,11924.28,software,3
Nazara,1648.6,0.04,2024.9,1101.0,5020.45,software,3
Subex,61.0,9.22,67.4,6.1,3428.22,software,5
Newgen Software,365.85,-3.95,392.0,133.1,2559.33,software,1
Ramco System,572.8,3.76,785.0,69.0,1759.3,software,4
Nucleus Softwar,578.4,-0.94,755.0,231.65,1679.72,software,2
Accelya Kale,898.1,-0.07,1068.05,800.0,1340.53,software,2
OnMobile Global,125.6,5.46,133.2,27.0,1314.57,software,5
Cigniti Tech,422.9,0.17,504.9,253.0,1184.97,software,3
InfoBeans Tech,257.25,2.0,271.7,88.1,617.8,software,3
Saksoft,508.4,-0.77,540.0,137.6,533.31,software,2
63 Moons Tech,93.75,1.35,112.5,50.3,431.99,software,3
Brightcom Group,8.15,-0.61,12.5,4.7,413.74,software,2
aurionPro Sol,156.55,9.98,195.0,41.0,356.94,software,5
KSolves,1414.35,5.0,1414.35,289.6,209.61,software,4
Innovana,181.5,2.57,196.45,70.25,186.04,software,4
Mindteck,54.1,1.6,61.95,19.05,138.61,software,3
Intense Tech,55.1,-1.08,64.8,15.85,123.56,software,2
DRC Systems,300.05,-2.12,373.35,10.0,115.98,software,2
GSS Infotech,66.65,0.08,76.4,20.05,112.88,software,3
Silver Touch Te,82.0,5.13,109.0,72.0,103.98,software,5
Softtech Engine,91.0,2.82,108.95,35.5,86.15,software,4
Compucom Soft,9.0,-1.64,11.15,6.85,71.21,software,2
RS Software,27.45,0.55,35.0,12.0,70.57,software,3
Trejhara,40.1,-0.87,51.5,5.2,47.38,software,2
AAA,42.55,-1.05,51.0,42.0,36.39,software,2
California Soft,9.15,1.67,15.45,6.65,14.14,software,3
Melstar Info,2.4,2.13,4.9,1.65,3.43,software,3
Infibeam Avenue,40.0,-1.72,56.85,23.0,5324.21,speciality-retailers,2
Praxis Home Ret,37.7,3.29,62.2,20.4,114.54,speciality-retailers,4
Archies,12.05,0.84,15.5,9.35,40.7,speciality-retailers,3
MOIL,172.4,1.29,196.0,120.6,4091.53,specialty-mining-metals,3
Ashapura Mine,153.95,0.2,176.8,28.7,1339.15,specialty-mining-metals,3
20 Microns,70.1,1.52,70.1,25.1,247.36,specialty-mining-metals,3
South West Pinn,37.05,-2.24,55.4,17.6,103.38,specialty-mining-metals,2
EID Parry,417.35,0.23,455.0,156.25,7391.37,sugar,3
Balrampur Chini,297.3,1.26,349.15,92.5,6243.3,sugar,3
Triveni Engg,141.0,0.64,160.0,39.1,3408.75,sugar,3
Shree Renuka,16.0,4.92,17.0,4.4,3405.58,sugar,4
Dalmia Sugar,325.65,-1.44,355.0,64.0,2635.79,sugar,2
Bannariamman,1786.0,-3.2,2175.0,812.35,2239.59,sugar,1
Dhampur Sugar,325.55,4.19,360.8,95.65,2161.25,sugar,4
Bajaj Hindustha,11.35,-0.44,14.15,3.95,1286.59,sugar,2
Andhra Sugar,413.35,0.77,466.55,204.05,1120.47,sugar,3
Dwarikesh Sugar,53.5,1.81,59.7,17.5,1007.41,sugar,3
Avadh Sugar ,304.5,1.47,345.0,136.95,609.56,sugar,3
Uttam Sugar,148.25,1.23,172.6,57.1,565.4,sugar,3
Vishwaraj Sugar,138.55,4.29,169.7,63.0,520.34,sugar,4
Ugar Sugar Work,29.6,2.25,35.9,11.75,333.0,sugar,3
Kothari Sugars,39.3,6.22,50.35,9.1,325.75,sugar,5
KCP Sugar,21.5,4.12,25.7,12.1,243.78,sugar,4
Magadh Sugar ,171.4,-0.49,197.7,83.8,241.53,sugar,2
Rana Sugars,15.6,0.65,17.85,2.7,239.57,sugar,3
Mawana Sugars,51.05,0.89,57.3,21.5,199.69,sugar,3
KM Sugar Mills,18.9,5.0,21.85,6.4,173.88,sugar,4
Ponni Sugars(E),191.5,2.32,225.0,112.1,164.66,sugar,3
Sakthi Sugars,12.05,0.42,17.1,6.95,143.21,sugar,3
Rajshree Sugars,21.65,-0.92,25.45,11.25,60.98,sugar,2
Simbhaoli Sugar,13.35,-4.98,15.5,4.85,55.11,sugar,1
Dharani Sugars,10.3,-4.63,12.45,4.0,34.2,sugar,1
Thiru Arooran,7.6,-4.4,8.65,2.6,8.6,sugar,1
TATA Cons. Prod,649.95,1.54,698.0,357.35,59896.25,teacoffee,3
CCL Products,336.85,2.76,342.7,174.25,4481.05,teacoffee,4
Tata Coffee,178.05,-0.36,185.85,71.35,3325.45,teacoffee,2
Rossell India,119.7,0.97,177.9,37.75,439.26,teacoffee,3
Mcleod,29.2,1.57,29.2,3.8,305.01,teacoffee,3
Jayshree Tea,104.45,4.66,105.85,33.25,301.63,teacoffee,4
United Nilgiri,334.95,1.15,390.0,189.0,167.36,teacoffee,3
The Grob Tea,895.25,4.93,1134.8,290.05,104.06,teacoffee,4
Peria Karamalai,223.95,0.13,250.1,85.65,69.33,teacoffee,3
INDUS TOWERS,241.85,-0.1,282.65,162.2,65177.05,telecommunication-equipment,2
ITI,119.75,-0.83,151.65,80.05,11178.94,telecommunication-equipment,2
HFCL,48.95,9.51,50.7,8.7,6287.03,telecommunication-equipment,5
AGC Networks,1471.95,1.62,1750.0,226.9,4788.08,telecommunication-equipment,3
Tejas Networks,183.45,4.89,220.85,30.6,1710.49,telecommunication-equipment,4
Vindhya Telelin,1060.65,-1.68,1140.0,521.3,1256.96,telecommunication-equipment,2
Astra Microwave,133.3,1.48,158.0,64.5,1154.53,telecommunication-equipment,3
Optiemus Infra,132.8,4.94,208.55,18.1,1139.61,telecommunication-equipment,4
GTL Infra,0.8,6.67,1.35,0.3,999.73,telecommunication-equipment,5
Digispice Tech,39.65,-4.8,114.7,5.35,906.88,telecommunication-equipment,1
Bharti Airtel,526.1,-0.13,623.0,394.0,288935.55,telecommunication-service-provider,2
Vodafone Idea,8.55,-0.58,13.8,5.5,24568.76,telecommunication-service-provider,2
TataTeleservice,12.95,4.86,22.8,2.45,2531.63,telecommunication-service-provider,4
MTNL,18.3,4.27,24.4,6.65,1152.9,telecommunication-service-provider,4
Reliance Comm,1.8,2.86,3.45,0.7,497.8,telecommunication-service-provider,4
Tata Comm,1047.85,-0.93,1367.65,446.95,29863.73,telecommunications-services,2
Railtel,129.9,-0.54,189.7,94.0,4168.99,telecommunications-services,2
NELCO,214.4,-0.19,239.45,160.1,489.23,telecommunications-services,2
GTL,7.7,4.76,8.85,1.05,121.12,telecommunications-services,4
Lakshmi Machine,6626.85,-2.51,7860.0,2426.15,7079.46,textile-machinery,1
Indian Card,164.05,4.32,183.0,80.05,97.46,textile-machinery,4
Precot,158.85,-2.9,166.4,19.75,190.62,textile-spinning,1
Laxmi Cotspin,17.7,4.73,17.7,7.5,30.35,textile-spinning,4
Vardhman Text,1309.35,-1.68,1375.0,622.4,7545.98,textiles,2
RITES,246.7,-0.34,292.0,223.25,5928.25,textiles,2
TCNS Clothing C,544.1,-0.99,606.55,315.1,3347.44,textiles,2
Cantabil Retail,369.6,0.16,430.0,213.75,603.47,textiles,3
Standard Ind,16.85,1.51,21.45,7.85,108.39,textiles,3
Shree Ram Proti,29.35,-3.77,45.25,22.5,62.87,textiles,1
Shiva Mills Lim,57.2,0.26,63.7,19.95,49.43,textiles,3
Globe Textiles,48.95,1.45,68.0,26.45,49.32,textiles,3
Page Industries,31514.85,3.2,32205.65,17636.15,35151.27,textiles-apparel,4
Alok Industries,20.9,0.48,58.5,15.3,10377.35,textiles-apparel,3
KPR Mill,1463.8,-1.31,1631.25,396.0,10072.41,textiles-apparel,2
Welspun India,92.35,-4.4,104.4,27.25,9278.64,textiles-apparel,1
Trident,16.6,-0.9,19.3,4.5,8459.29,textiles-apparel,2
Lux Industries,2311.9,3.88,2311.9,884.65,6952.27,textiles-apparel,4
Garware Technic,2894.1,0.1,2945.9,1270.05,5967.1,textiles-apparel,3
Swan Energy,135.8,0.67,160.0,99.6,3317.01,textiles-apparel,3
Indo Count,151.45,-0.79,171.8,24.2,2989.62,textiles-apparel,2
Rupa and Comp,324.85,-1.08,361.75,140.1,2583.36,textiles-apparel,2
Raymond,368.05,0.64,409.0,216.05,2450.25,textiles-apparel,3
Filatex India,99.75,0.2,110.9,21.95,2210.68,textiles-apparel,3
PDS Multi,770.9,0.23,824.65,244.95,2007.94,textiles-apparel,3
Arvind,77.15,0.06,84.5,22.7,1997.6,textiles-apparel,3
Mayur Uniquoter,437.45,-0.47,510.0,143.0,1950.05,textiles-apparel,2
Himatsingka Sei,179.95,0.9,184.9,45.5,1771.74,textiles-apparel,3
Dollar Ind,305.65,-1.34,319.0,106.35,1733.53,textiles-apparel,2
Bombay Dyeing,81.2,7.19,89.75,44.15,1677.06,textiles-apparel,5
Indo Rama Synth,51.5,0.88,62.95,11.7,1344.73,textiles-apparel,3
Siyaram Silk,277.6,9.66,277.6,98.3,1301.11,textiles-apparel,5
Ganesha Ecosph,560.1,-3.08,688.5,157.7,1222.66,textiles-apparel,1
Kewal Kiran,906.8,0.82,1032.5,669.65,1117.63,textiles-apparel,3
Future Life,53.95,-1.28,169.5,46.5,1088.58,textiles-apparel,2
Jindal Worldwid,53.65,2.58,67.65,23.4,1075.79,textiles-apparel,4
Sutlej Textiles,49.15,0.51,53.0,17.55,805.22,textiles-apparel,3
Kitex Garments,111.2,-2.58,123.8,91.15,739.48,textiles-apparel,1
Century Enka,316.25,4.22,316.25,125.0,691.02,textiles-apparel,4
Nitin Spinners,113.1,-1.44,124.0,27.0,635.85,textiles-apparel,2
Ambika Cotton,1101.15,0.81,1224.0,606.1,630.41,textiles-apparel,3
Monte Carlo,284.25,4.18,284.25,126.5,589.31,textiles-apparel,4
RSWM,241.3,-1.25,251.0,56.95,568.28,textiles-apparel,2
Gokaldas Export,127.05,2.34,138.75,28.05,544.99,textiles-apparel,3
S P Apparels,196.65,-2.24,214.5,57.5,505.24,textiles-apparel,2
Nahar Spinning,137.6,-0.9,145.95,28.65,496.26,textiles-apparel,2
Pearl Global In,213.85,-3.04,237.45,92.0,463.28,textiles-apparel,1
Sangam India,97.3,-2.7,109.7,36.25,422.49,textiles-apparel,1
Ashima,18.25,-4.45,20.6,4.15,349.78,textiles-apparel,1
AYM Syntex,65.95,3.45,65.95,14.5,329.98,textiles-apparel,4
Ruby Mills,197.05,1.6,227.0,119.05,329.47,textiles-apparel,3
Sarla Performan,37.05,-0.27,40.4,12.7,309.38,textiles-apparel,2
Vishal Fabrics,45.7,0.99,372.2,40.7,301.03,textiles-apparel,3
Zodiac Clothing,105.85,-0.52,161.85,86.0,262.08,textiles-apparel,2
Bannari A Spg,77.95,0.26,82.38,36.0,245.61,textiles-apparel,3
Shiva Texyarn,184.3,-1.21,214.0,73.05,238.9,textiles-apparel,2
Nahar Ent,57.45,-0.09,62.95,19.7,228.85,textiles-apparel,2
Nandan Denim,47.45,4.98,55.0,13.7,227.99,textiles-apparel,4
Banswara Syntex,131.9,-0.04,145.0,60.3,225.76,textiles-apparel,2
Bombay Rayon,6.7,-1.47,15.4,3.65,212.71,textiles-apparel,2
Ginni Filaments,29.05,-5.53,33.95,6.15,205.24,textiles-apparel,0
