Company Name,Last Price,% Change,52 wk High,52 wk Low,Market Cap (Rs. cr),Category,Color
Haldyn Glass,41.0,-0.61,50.95,18.9,220.38,glass-glass-products,2
Insilco,7.65,-0.13,12.0,5.73,47.98,glass-glass-products,2
Banaras Beads,53.6,-5.3,70.55,32.5,35.57,glass-glass-products,0
Triveni Glass,6.31,9.93,10.84,3.24,7.96,glass-glass-products,5
JIK Industries,0.6,-4.76,0.69,0.29,4.36,glass-glass-products,1
Deccan Gold,27.75,-1.25,30.65,12.85,258.98,gold,2
SBI Gold ETF,4321.8,0.05,5100.0,3930.0,330.22,gold-etf,3
Birla Gold ETF,4435.0,-0.17,5400.0,4050.0,101.1,gold-etf,2
Invesco G-ETF,4379.4,-0.35,5445.0,3989.5,50.05,gold-etf,2
Kotak MF-GETF,422.85,-0.26,507.0,368.1,16.88,gold-etf,2
HDFC Gold ETF,43.24,0.0,50.89,38.7,6.66,gold-etf,2
UTI - Gold,42.72,-0.63,56.0,39.21,5.93,gold-etf,2
Nippon ETF Gold,42.13,-0.14,49.5,38.17,4.32,gold-etf,2
Axis Gold ETF,42.0,0.02,53.05,38.36,3.22,gold-etf,3
IPRU Gold ETF,43.17,0.14,50.75,39.05,2.02,gold-etf,3
Container Corp,666.85,5.09,666.85,339.6,40630.79,ground-freight-logistics-services,5
TCI Express,1413.05,4.67,1413.05,527.3,5430.99,ground-freight-logistics-services,4
Mahindra Logist,533.9,-1.19,613.95,252.0,3828.7,ground-freight-logistics-services,2
Gateway Distri,293.1,-1.05,300.25,71.01,3658.94,ground-freight-logistics-services,2
Transport Corp,304.65,-2.21,317.95,147.45,2348.84,ground-freight-logistics-services,2
VRL Logistics,248.7,2.45,268.75,140.1,2197.1,ground-freight-logistics-services,3
Gati,121.4,-4.48,134.85,36.05,1480.42,ground-freight-logistics-services,1
Snowman Logist,52.9,2.03,71.25,25.0,883.9,ground-freight-logistics-services,3
Arshiya,28.55,-1.89,42.7,8.11,748.8,ground-freight-logistics-services,2
Navkar Corp,42.65,0.71,49.35,20.45,641.96,ground-freight-logistics-services,3
SEACOAST SS,178.7,-1.05,186.95,13.73,601.64,ground-freight-logistics-services,2
Future Supply,72.6,-0.34,223.8,60.3,318.59,ground-freight-logistics-services,2
Sical Logistics,11.99,0.33,21.98,8.4,70.17,ground-freight-logistics-services,3
North Eastern,10.35,0.49,17.29,4.43,51.95,ground-freight-logistics-services,3
ABC India,72.0,0.98,87.0,30.5,39.0,ground-freight-logistics-services,3
Coastal Roadway,15.2,4.83,27.9,12.25,6.3,ground-freight-logistics-services,4
Apollo Hospital,3199.55,-1.89,3396.0,1253.25,46004.62,hospital-healthcare-services,2
Dr Lal PathLab,2773.45,-0.35,3398.95,1510.0,23115.28,hospital-healthcare-services,2
Max Healthcare,233.4,-0.53,241.95,101.65,22545.16,hospital-healthcare-services,2
Fortis Health,225.5,-0.62,242.0,113.2,17024.31,hospital-healthcare-services,2
Metropolis,2343.2,0.25,2605.0,1244.0,11977.69,hospital-healthcare-services,3
Narayana Hruda,431.35,-0.83,524.1,250.75,8815.1,hospital-healthcare-services,2
Aster DM Health,149.0,0.2,179.9,83.05,7442.74,hospital-healthcare-services,3
Thyrocare Techn,1001.45,-2.31,1212.0,485.3,5295.11,hospital-healthcare-services,2
Healthcare Glob,193.65,0.21,208.0,98.5,2427.58,hospital-healthcare-services,3
Shalby ,155.45,-0.96,173.8,59.05,1679.01,hospital-healthcare-services,2
Kovai Medical,1291.0,0.15,1444.0,556.25,1412.65,hospital-healthcare-services,3
Indraprastha,86.1,-1.03,95.85,35.55,789.3,hospital-healthcare-services,2
KMC Speciality,39.95,0.13,47.45,14.4,651.52,hospital-healthcare-services,3
AMSL,272.0,0.68,294.1,130.05,360.07,hospital-healthcare-services,3
Dr Agarwals Eye,405.0,1.9,416.2,201.0,190.35,hospital-healthcare-services,3
Fortis Malar,67.2,0.37,72.0,40.1,125.94,hospital-healthcare-services,3
Lotus Eye Care,46.9,-6.67,56.4,23.0,97.53,hospital-healthcare-services,0
Tejnaksh,61.4,0.74,85.0,22.95,62.36,hospital-healthcare-services,3
Medinova Diag,35.9,4.97,37.65,11.4,35.83,hospital-healthcare-services,4
Transgene Biote,4.16,1.96,6.85,3.03,31.52,hospital-healthcare-services,3
Centennial Sutu,60.0,1.69,63.9,29.0,21.89,hospital-healthcare-services,3
NG Industries,46.2,-2.01,54.75,32.2,15.48,hospital-healthcare-services,2
Soni Medicare,32.1,4.73,36.2,30.65,13.69,hospital-healthcare-services,4
Chennai Meenaks,16.24,-1.99,17.34,8.1,12.13,hospital-healthcare-services,2
Dr Lalchandani ,26.7,-4.98,29.19,8.0,11.57,hospital-healthcare-services,1
Looks Health,8.55,-4.89,10.93,1.19,8.98,hospital-healthcare-services,1
Choksi Labs,11.3,3.01,12.2,7.0,7.87,hospital-healthcare-services,4
Dolphin Medical,3.93,1.81,3.93,0.82,5.93,hospital-healthcare-services,3
Dhan Jeevan,6.45,4.2,8.8,4.5,2.64,hospital-healthcare-services,4
Indian Hotels,135.1,4.45,139.0,66.85,16067.44,hotel-resort-restaurants,4
Westlife Dev,480.0,0.09,535.0,271.25,7478.54,hotel-resort-restaurants,3
EIH,109.45,3.55,112.5,55.9,6844.61,hotel-resort-restaurants,4
Chalet Hotels,168.8,3.49,215.25,99.8,3460.8,hotel-resort-restaurants,4
Lemon Tree Hote,41.7,1.58,49.45,16.15,3303.67,hotel-resort-restaurants,3
India Tourism D,384.8,3.78,460.0,151.85,3300.41,hotel-resort-restaurants,4
Mahindra Holida,233.2,6.17,248.9,150.0,3114.47,hotel-resort-restaurants,5
Taj GVK Hotels,139.75,2.19,185.0,102.2,876.25,hotel-resort-restaurants,3
EIH Assoc Hotel,284.85,2.39,310.0,205.1,867.89,hotel-resort-restaurants,3
Oriental Hotels,39.75,9.96,39.75,15.35,709.93,hotel-resort-restaurants,5
Coffee Day,29.2,19.92,50.3,14.05,616.86,hotel-resort-restaurants,5
Mac Charles,367.5,5.0,438.0,177.1,481.46,hotel-resort-restaurants,4
HLV,7.35,0.14,8.15,3.5,463.46,hotel-resort-restaurants,3
Sayaji Hotels,215.65,4.99,288.0,145.7,377.78,hotel-resort-restaurants,4
Advani Hotels,64.0,4.92,69.55,37.15,295.8,hotel-resort-restaurants,4
Asian Hotel (W),216.1,8.76,344.95,179.0,251.78,hotel-resort-restaurants,5
Speciality Rest,52.65,12.14,55.0,28.0,247.23,hotel-resort-restaurants,5
Royal Orchid,82.0,4.86,94.8,41.1,224.89,hotel-resort-restaurants,4
Asian Hotel (E),176.15,11.45,194.3,117.0,203.06,hotel-resort-restaurants,5
Benares Hotels,1350.0,0.52,1350.0,1145.0,175.5,hotel-resort-restaurants,3
Sinclairs Hotel,63.0,10.62,63.0,29.05,175.46,hotel-resort-restaurants,5
Asian Hotels,76.0,0.73,79.7,44.25,147.84,hotel-resort-restaurants,3
Kamat Hotels,45.55,12.47,45.55,18.3,107.43,hotel-resort-restaurants,5
Graviss Hosp,14.05,2.11,20.2,9.48,99.08,hotel-resort-restaurants,3
The Byke Hosp,24.3,4.29,26.0,9.2,97.44,hotel-resort-restaurants,4
Country Club,5.44,1.3,7.29,2.03,88.92,hotel-resort-restaurants,3
Savera Ind,45.95,2.22,48.95,28.35,54.81,hotel-resort-restaurants,3
Guj Hotels,137.0,-4.2,148.7,71.0,51.89,hotel-resort-restaurants,1
CHL,7.1,4.41,8.84,5.0,38.92,hotel-resort-restaurants,4
Best Eastern,21.5,-3.15,23.15,6.74,36.23,hotel-resort-restaurants,1
Royale Manor,16.75,3.72,16.9,9.95,28.36,hotel-resort-restaurants,4
Dhanada Corp,4.69,-1.88,7.49,2.0,26.23,hotel-resort-restaurants,2
Phoenix Town,14.59,4.89,19.15,6.65,20.4,hotel-resort-restaurants,4
Jindal Hotels,28.9,9.26,32.0,14.55,19.22,hotel-resort-restaurants,5
TGB Banquets,5.8,0.52,7.82,1.9,16.99,hotel-resort-restaurants,3
Velan Hotels,4.18,9.42,4.68,2.06,13.36,hotel-resort-restaurants,5
Viceroy Hotels,3.09,4.39,3.97,1.76,13.1,hotel-resort-restaurants,4
HS India,5.9,4.8,6.39,3.65,9.58,hotel-resort-restaurants,4
Polo Hotels,3.85,4.9,5.18,2.28,8.61,hotel-resort-restaurants,4
VIDLI Rest.,13.6,3.03,23.95,9.63,5.89,hotel-resort-restaurants,4
Tatia Skylines,3.85,0.0,4.23,1.27,4.62,hotel-resort-restaurants,2
Howard Hotels,4.67,3.78,6.79,3.82,4.26,hotel-resort-restaurants,4
Arambhan,5.44,4.82,6.16,2.3,2.72,hotel-resort-restaurants,4
HUL,2348.5,0.52,2504.3,1961.0,551800.94,household-personal-products,3
Dabur India,530.5,-0.5,581.0,421.45,93761.91,household-personal-products,2
Godrej Consumer,806.0,-0.28,894.9,568.0,82412.39,household-personal-products,2
Marico,462.15,0.51,488.0,317.35,59680.51,household-personal-products,3
Colgate,1710.7,4.8,1710.7,1257.2,46528.58,household-personal-products,4
P and G,13266.15,1.22,14100.0,9700.05,43062.9,household-personal-products,3
Emami,499.75,-2.3,546.9,184.8,22214.57,household-personal-products,2
Gillette India,5509.4,0.37,6730.15,4730.0,17952.5,household-personal-products,3
Sheela Foam,2093.0,4.34,2344.0,1225.0,10210.24,household-personal-products,4
Orient Electric,300.4,0.18,344.9,161.75,6374.05,household-personal-products,3
Jyothy Labs,150.15,2.53,166.0,100.35,5513.64,household-personal-products,4
VIP Industries,366.3,0.96,421.95,203.0,5176.45,household-personal-products,3
Bajaj Consumer ,286.0,2.45,323.5,129.0,4219.65,household-personal-products,3
Safari Ind,624.0,2.5,726.25,315.55,1396.92,household-personal-products,3
JHS Svendgaard,21.0,-0.24,33.3,9.21,135.24,household-personal-products,2
Inflame Applian,217.35,5.0,217.35,61.65,130.41,household-personal-products,4
Lykis,36.35,4.91,39.35,11.5,70.43,household-personal-products,4
Radix Ind,38.6,-4.93,77.2,26.6,57.93,household-personal-products,1
Ador Multi,93.0,2.14,137.9,25.7,43.46,household-personal-products,3
Lehar Footwears,26.95,1.7,31.9,14.8,36.86,household-personal-products,3
Pee Cee Cosma,129.5,0.43,144.85,64.0,34.27,household-personal-products,3
SR Industries,2.95,0.0,3.82,0.42,5.8,household-personal-products,2
Sarup Ind,14.91,5.0,28.8,13.3,4.85,household-personal-products,4
Nirlon,280.0,-0.53,299.1,213.0,2523.31,infrastructure,2
HG Infra Engg,364.85,-2.47,384.0,150.65,2377.77,infrastructure,2
Power Mech,633.9,5.54,633.9,310.0,932.52,infrastructure,5
Indian Hume,188.55,0.67,218.9,136.0,913.47,infrastructure,3
Likhitha,415.7,-1.39,434.0,120.0,819.97,infrastructure,2
MEP Infra,25.4,7.63,25.4,12.16,465.95,infrastructure,5
Bharat Road Net,28.25,5.02,42.3,26.35,237.16,infrastructure,5
OM Infra,21.9,-3.1,26.6,10.62,210.91,infrastructure,1
Generic Eng,43.8,0.23,68.15,36.1,184.57,infrastructure,3
Mcnally Bh Engg,8.0,0.0,12.5,4.05,169.26,infrastructure,2
ILandFS Trans,2.43,2.1,3.3,0.87,79.94,infrastructure,3
A2Z Infra Eng,4.32,4.35,6.47,3.45,76.08,infrastructure,4
Kings Infra,31.6,0.8,36.2,19.0,74.3,infrastructure,3
K.P. Energy ,60.6,-0.74,90.3,51.05,67.36,infrastructure,2
Jyoti Structure,4.43,-4.94,8.4,1.7,48.52,infrastructure,1
Expo Gas Cont,5.73,-4.98,7.85,2.13,10.91,infrastructure,1
Anubhav Infra,4.2,5.0,9.17,2.75,8.99,infrastructure,4
Genus Prime Inf,5.89,-2.0,8.45,1.1,8.79,infrastructure,2
Raunaq EPC Int,22.95,0.88,28.35,18.3,7.67,infrastructure,3
Neueon Towers,0.93,3.33,2.03,0.39,5.18,infrastructure,4
IND Renewable,10.39,4.42,12.44,7.01,3.15,infrastructure,4
Vardhman Concre,3.6,0.0,5.1,2.97,2.58,infrastructure,2
JSW Steel,700.95,2.87,773.0,167.1,169435.07,iron-steel,4
Tata Steel,1104.9,1.2,1246.8,277.0,124465.84,iron-steel,3
Hindalco,391.4,0.45,428.3,125.0,87935.22,iron-steel,3
NMDC,181.6,-0.74,213.15,72.95,53219.8,iron-steel,2
SAIL,123.95,-0.64,151.1,27.55,51197.86,iron-steel,2
Jindal Steel,407.7,2.42,501.6,99.2,41586.05,iron-steel,3
APL Apollo,1272.95,1.64,1446.35,272.25,15898.64,iron-steel,3
KIOCL,225.25,4.99,227.0,69.1,13689.59,iron-steel,4
Tata Steel BSL ,97.8,1.5,109.6,16.95,10693.84,iron-steel,3
Jindal Stainles,94.05,-0.74,103.45,26.25,4582.44,iron-steel,2
Tata Steel Long,939.0,2.84,1091.3,218.0,4234.89,iron-steel,4
Jindal (Hisar),176.1,-2.28,192.95,36.8,4154.81,iron-steel,2
Mishra Dhatu Ni,198.25,-0.45,236.0,172.9,3714.02,iron-steel,2
Tata Metaliks,1099.8,4.11,1374.0,414.0,3472.89,iron-steel,4
Godawari Power,966.9,6.36,1129.45,106.0,3406.99,iron-steel,5
Jindal Saw,94.65,4.18,97.1,45.5,3026.47,iron-steel,4
JSW Ispat Speci,55.85,4.98,67.6,11.25,2622.42,iron-steel,4
Tinplate,207.4,1.97,235.0,81.15,2170.81,iron-steel,3
Mah Seamless,294.4,0.72,349.95,190.0,1972.47,iron-steel,3
Sarda Energy,540.45,-0.73,612.0,133.05,1948.28,iron-steel,2
Jai Corp,102.3,-2.39,109.0,63.65,1825.54,iron-steel,2
Mukand,126.15,-3.7,137.85,15.95,1783.83,iron-steel,1
Kalyani Steels,391.5,0.97,418.7,138.65,1709.02,iron-steel,3
Prakash Ind,88.35,2.08,104.65,25.95,1582.19,iron-steel,3
Usha Martin,51.8,0.48,58.35,13.55,1578.56,iron-steel,3
Orissa Minerals,2577.7,-1.13,3140.0,1380.0,1546.62,iron-steel,2
Sunflag Iron,84.75,7.41,92.75,27.3,1527.36,iron-steel,5
Gallantt Ispat,50.5,1.51,60.35,23.1,1425.92,iron-steel,3
Sandur Manganes,1459.15,-0.78,1698.0,490.1,1313.52,iron-steel,2
Jayaswal Neco,18.17,2.66,19.75,2.5,1160.4,iron-steel,4
Technocraft Ind,388.6,-1.82,444.2,179.5,950.58,iron-steel,2
Shankara Buildi,403.6,-2.86,518.3,229.0,922.2,iron-steel,1
Welspun Special,15.3,1.32,17.25,5.95,810.01,iron-steel,3
Vardhman Steels,197.85,-0.73,217.95,42.7,801.43,iron-steel,2
Nelcast,77.95,-1.58,81.5,35.9,678.17,iron-steel,2
Beekay Steel,346.95,1.63,398.7,144.95,661.7,iron-steel,3
Lloyds Metals,24.4,4.95,24.4,6.15,614.27,iron-steel,4
Steel Exchange ,65.95,5.35,71.0,11.61,530.16,iron-steel,5
JTL Infra,490.0,-0.39,598.3,66.8,519.76,iron-steel,2
Gallantt Metal,62.25,1.47,71.2,23.0,506.23,iron-steel,3
MSP Steel,11.1,-1.51,13.35,3.71,427.81,iron-steel,2
Raghav Producti,375.5,3.6,375.5,89.3,408.41,iron-steel,4
Kamdhenu,149.55,0.34,166.95,48.2,402.82,iron-steel,3
Pennar Inds,20.5,0.99,26.75,13.9,291.43,iron-steel,3
ISMT,18.75,3.42,19.8,3.0,274.69,iron-steel,4
Good Luck,101.15,3.37,113.5,27.45,247.88,iron-steel,4
Shri Bajrang,199.55,5.0,199.55,17.4,179.6,iron-steel,4
Manaksia Steels,25.95,-2.26,29.65,7.4,170.06,iron-steel,2
Electrotherm,132.65,11.94,154.0,76.2,169.03,iron-steel,5
Mideast Steels,12.23,0.74,13.7,4.09,168.62,iron-steel,3
Scan Steels,28.9,-1.7,32.55,14.5,151.3,iron-steel,2
Panchmahal Stee,75.5,2.72,75.5,17.6,144.04,iron-steel,4
KIC Metaliks,40.35,-4.16,52.1,21.55,143.23,iron-steel,1
Incredible Ind,29.25,-5.34,36.5,15.05,136.78,iron-steel,0
Mahamaya Steel,91.05,1.34,130.5,66.55,134.48,iron-steel,3
Uttam Galva,7.74,-4.21,11.08,4.22,110.11,iron-steel,1
Visa Steel,9.3,-2.11,11.69,3.58,107.68,iron-steel,2
Manaksia Coated,15.0,-0.66,18.3,3.2,98.3,iron-steel,2
M.D. Inducto,37.45,4.9,113.9,28.0,93.95,iron-steel,4
Suraj,46.0,2.22,48.8,15.85,88.61,iron-steel,3
Bedmutha Ind,23.5,0.43,29.05,10.16,75.82,iron-steel,3
La Tim Metal,74.95,-4.95,85.85,29.2,66.19,iron-steel,1
Hisar Metal,119.0,2.06,143.0,50.75,64.26,iron-steel,3
Nova Iron,14.74,-1.99,16.27,2.85,53.27,iron-steel,2
India Steel,1.33,-1.48,1.39,0.27,52.94,iron-steel,2
Sarthak Metals,38.0,-7.32,45.6,12.0,52.02,iron-steel,0
Bihar Sponge,5.73,1.96,5.73,0.4,51.69,iron-steel,3
Bansal Roofing,154.5,0.32,154.5,27.0,50.92,iron-steel,3
Suraj Products,40.7,4.36,48.0,7.3,46.4,iron-steel,4
Gyscoal Alloys,2.75,-4.84,3.9,1.48,43.53,iron-steel,1
Sharda Ispat,79.0,3.95,92.65,23.75,40.11,iron-steel,4
Kridhan Infra,4.21,-0.94,5.8,2.2,39.9,iron-steel,2
Kanishk Steel,13.75,-1.79,14.95,4.94,39.1,iron-steel,2
Vaswani Ind,13.0,4.92,15.98,2.75,39.0,iron-steel,4
SAL Steel,4.3,1.18,5.3,1.95,36.54,iron-steel,3
Narayani Steels,33.15,2.16,35.4,16.45,36.16,iron-steel,3
Rathi Bars,22.0,5.26,25.35,7.05,35.93,iron-steel,5
Akashdeep Metal,37.8,14.2,49.9,14.05,32.14,iron-steel,5
Remi Edelstahl,21.5,6.7,22.65,10.78,23.61,iron-steel,5
Metal Coatings,28.0,0.18,32.55,19.95,20.52,iron-steel,3
Ashirwad Steel,14.04,-1.34,16.81,6.78,17.55,iron-steel,2
Prakash Steelag,1.0,4.17,1.35,0.33,17.5,iron-steel,4
Ankit Metal,1.18,0.0,2.03,0.35,16.65,iron-steel,2
Garg Furnace,35.35,4.9,35.35,8.64,14.17,iron-steel,4
Ashiana Ispat,17.75,2.31,21.05,6.0,14.14,iron-steel,3
Rishabh Digha,22.7,0.89,30.45,17.05,12.45,iron-steel,3
Aanchal Ispat,5.36,0.56,7.71,3.84,11.18,iron-steel,3
Inducto Stl,26.5,-4.85,27.85,10.45,10.65,iron-steel,1
Shree Steel Wir,28.15,-1.92,31.7,12.05,9.32,iron-steel,2
IMEC Services,1.7,4.94,2.89,0.81,8.5,iron-steel,4
Unison Metals,25.9,1.97,52.0,21.25,8.3,iron-steel,3
Umiya Tubes,7.7,2.67,10.39,5.75,7.71,iron-steel,4
Splendid Metal,0.23,0.0,0.28,0.19,6.92,iron-steel,2
Modern Steels,4.2,5.0,8.65,2.72,6.05,iron-steel,4
Ahmedabad St,14.45,-4.93,18.9,8.6,5.91,iron-steel,1
Aditya Ispat,11.0,4.96,11.0,3.27,5.89,iron-steel,4
Vallabh Steels,9.05,0.44,11.2,5.89,4.48,iron-steel,3
Real Strips,7.15,2.14,11.1,4.13,4.28,iron-steel,3
Ramsarup Ind,0.76,0.0,1.07,0.34,2.67,iron-steel,2
Elango Ind,5.1,0.39,5.1,1.95,1.95,iron-steel,3
NIIT,184.5,0.99,210.5,84.7,2447.11,it-education,3
Aptech,205.7,-3.04,248.0,92.9,837.43,it-education,1
Educomp Sol,2.97,-2.3,6.32,2.28,36.37,it-education,2
Jetking Info,38.0,-0.39,52.0,21.05,22.45,it-education,2
Smartlink Net,96.2,0.26,107.45,61.4,127.95,it-networking,3
Syngene Intl,579.45,0.98,644.65,340.5,23224.15,labs-life-sciences-services,3
Jubilant Ingrev,471.75,-2.58,494.15,1.0,7537.68,labs-life-sciences-services,1
Vimta Labs,221.0,1.54,304.0,66.45,488.58,labs-life-sciences-services,3
Sreeleathers,156.8,0.8,169.9,113.85,363.68,leather,3
Bhartiya Inter,208.95,0.99,251.6,84.9,254.97,leather,3
Superhouse,137.15,2.54,148.45,60.85,151.21,leather,4
Super Tannery,3.34,4.38,4.18,1.9,36.06,leather,4
Phoenix Intl,13.05,-3.33,17.78,8.1,21.91,leather,1
Euro Leder,14.6,4.66,23.75,12.1,6.53,leather,4
Emerald Leisure,78.0,-4.88,82.0,39.8,39.05,leisure-services,1
South Asian Ent,12.06,-1.95,14.36,2.49,4.82,leisure-services,2
HDFC Life,661.35,-1.35,746.0,486.95,133702.87,life-health-insurance,2
SBI Life Insura,966.5,0.46,1040.0,725.15,96660.58,life-health-insurance,3
ICICI Prudentia,534.0,-3.49,577.0,337.55,76695.68,life-health-insurance,1
Aegis Logistics,356.4,2.15,362.95,108.1,12509.64,logistics,3
Ritco Logistics,25.2,5.0,26.65,7.12,61.68,logistics,4
Chartered Logis,5.48,4.98,5.48,2.43,54.44,logistics,4
Kesar Terminals,42.5,0.35,45.3,22.3,46.44,logistics,3
Sanco Trans,231.3,-6.62,252.0,105.0,41.63,logistics,0
JITF Infralogis,11.3,-2.92,13.29,3.6,29.05,logistics,1
Balurghat Tech,9.5,1.82,12.99,5.22,17.29,logistics,3
MFL India,0.17,0.0,0.32,0.15,6.12,logistics,2
Inter State Oil,10.56,-4.95,12.1,6.15,5.27,logistics,1
ConfidencePetro,63.9,-0.7,68.25,16.5,1814.84,lpg,2
Castrol,132.6,-1.81,140.35,104.0,13115.76,lubricants,2
Gulf Oil Lubric,714.9,0.87,846.15,560.95,3596.63,lubricants,3
Tide Water Oil,5490.0,1.06,5585.75,3380.0,1913.16,lubricants,3
Savita Oil Tech,1160.0,-0.05,1181.35,609.4,1603.13,lubricants,2
Panama Petro,208.25,0.41,213.7,32.5,1259.78,lubricants,3
GP Petroleums,51.9,0.97,54.8,29.2,264.61,lubricants,3
Poly Medicure,1050.0,-0.28,1163.0,266.15,10067.46,medical-equipmentsuppliesaccessories,2
Nureca,1600.0,-1.15,1770.0,559.25,1600.03,medical-equipmentsuppliesaccessories,2
Opto Circuits,4.39,0.69,19.85,2.77,131.97,medical-equipmentsuppliesaccessories,3
GKB Ophthalmics,69.35,4.13,89.65,45.0,34.96,medical-equipmentsuppliesaccessories,4
Ideal Texbuild,9.09,4.97,9.09,2.7,12.96,medical-equipmentsuppliesaccessories,4
Rajdarshan Ind,12.28,0.0,13.59,8.3,3.82,metals-mining,2
Bharat Forge,658.0,1.04,693.1,285.0,30635.73,metals-castingsforgings,3
Ratnamani Metal,1935.0,-0.11,2141.0,794.5,9041.87,metals-castingsforgings,2
Welspun Corp,144.5,-2.46,164.5,55.15,3770.72,metals-castingsforgings,2
Kirloskar Ferro,246.3,1.34,270.0,51.5,3408.16,metals-castingsforgings,3
Electrosteel,33.4,2.61,37.0,8.95,1446.07,metals-castingsforgings,4
Srikalahasthi,189.15,0.96,223.9,109.5,883.3,metals-castingsforgings,3
Gandhi Spl Tube,313.1,2.61,342.0,160.0,404.48,metals-castingsforgings,4
Kalyani Forge,201.0,2.84,228.0,123.2,73.12,metals-castingsforgings,4
National Fittin,41.0,1.23,43.45,22.25,37.24,metals-castingsforgings,3
Guj Intrux,107.05,6.15,130.0,60.0,36.77,metals-castingsforgings,5
Welcast Steels,517.7,-2.0,603.75,288.6,33.04,metals-castingsforgings,2
Hind Zinc,333.95,1.32,362.4,164.0,141104.53,metals-non-ferrous,3
Vedanta,274.3,-0.18,296.25,86.25,101962.7,metals-non-ferrous,2
Hind Copper,169.9,-0.47,196.9,24.35,16429.74,metals-non-ferrous,2
Gravita India,105.95,0.57,122.85,32.4,731.46,metals-non-ferrous,3
Bharat Wire Rop,53.0,-3.64,62.2,15.5,331.64,metals-non-ferrous,1
Ram Ratna Wires,96.5,-3.06,103.7,54.65,212.3,metals-non-ferrous,1
Bhagyanagar Ind,57.8,0.96,58.7,14.0,184.93,metals-non-ferrous,3
Nile,375.0,-1.26,437.8,166.1,112.57,metals-non-ferrous,2
Cubex Tubings,29.0,2.11,32.2,9.71,41.53,metals-non-ferrous,3
UTL Industries,11.86,4.96,16.45,4.95,39.08,metals-non-ferrous,4
Shalimar Wires,8.76,4.91,8.76,3.16,37.45,metals-non-ferrous,4
Starlit Power,15.3,-3.77,22.0,9.6,15.4,metals-non-ferrous,1
RCI Industries,9.3,-2.72,15.68,6.0,14.58,metals-non-ferrous,1
Baroda Extrusio,0.81,-1.22,1.15,0.19,12.07,metals-non-ferrous,2
Southern Magnes,16.99,-0.06,18.2,9.51,5.1,metals-non-ferrous,2
ABC Gas,6.75,0.0,10.5,3.28,1.34,metals-non-ferrous,2
Info Edge,4347.0,-0.22,5876.05,2335.7,55982.46,misc-commercial-services,2
IRCTC,1904.95,1.11,2072.95,1250.0,30479.2,misc-commercial-services,3
Quess Corp,650.55,0.49,807.0,194.0,9607.25,misc-commercial-services,3
SIS,394.2,-2.39,478.0,313.65,5850.51,misc-commercial-services,2
TeamLease Ser.,3303.65,-1.32,3884.1,1466.35,5648.17,misc-commercial-services,2
Delta Corp,174.5,-0.57,201.95,76.35,4656.03,misc-commercial-services,2
Alankit,17.32,3.71,21.7,11.5,247.6,misc-commercial-services,4
Shangar Decor,11.55,-0.86,30.15,7.63,14.14,misc-commercial-services,2
PowerGrid InvIT,111.9,0.48,113.1,100.0,10182.89,miscellaneous,3
BB ETF-April 31,1039.8,-0.02,1049.99,974.9,6765.97,miscellaneous,2
IRB InvIT,54.1,1.12,60.0,32.1,3140.51,miscellaneous,3
Va Tech Wabag,273.0,0.81,304.8,88.0,1697.8,miscellaneous,3
Antony Waste,307.0,-1.71,492.75,241.0,868.42,miscellaneous,2
Sanghvi Movers,165.3,-0.42,176.5,51.05,715.55,miscellaneous,2
Xelpmoc Design ,286.65,-4.7,387.35,37.55,392.86,miscellaneous,1
Kaya,288.55,1.89,379.0,140.15,371.87,miscellaneous,3
Cupid,239.2,-0.79,295.0,160.1,319.04,miscellaneous,2
Cosco India,161.0,10.77,161.0,63.2,66.99,miscellaneous,5
Knowledge Marin,46.05,13.7,46.05,36.3,47.14,miscellaneous,5
Gothi Plascon,19.5,-2.01,22.34,8.25,19.89,miscellaneous,2
Vivanta Industr,12.01,4.98,19.4,1.93,12.01,miscellaneous,4
Garware Marine,5.12,1.99,6.9,1.63,2.95,miscellaneous,3
ICICI Lombard ,1482.0,-0.8,1625.0,1201.0,67372.03,multiline-insurance-brokers,2
New India Assur,166.5,2.43,197.0,99.55,27439.2,multiline-insurance-brokers,3
Reliance,1964.5,-1.06,2368.8,1412.2,1266139.86,oil-exploration-and-production,2
ONGC,114.6,1.42,122.3,64.15,144170.0,oil-exploration-and-production,3
Petronet LNG,235.8,-0.82,280.0,207.4,35370.0,oil-exploration-and-production,2
Oil India,134.2,3.15,139.0,81.2,14552.72,oil-exploration-and-production,4
HOEC,98.45,-5.83,124.6,41.95,1301.94,oil-exploration-and-production,0
Asian Energy,96.9,-0.92,121.0,65.0,368.94,oil-exploration-and-production,2
Jindal Drilling,106.5,0.38,119.45,50.3,308.65,oil-exploration-and-production,3
Deep Ind,68.0,-0.07,71.6,10.0,217.6,oil-exploration-and-production,2
Selan Explore,135.0,0.3,153.25,82.65,205.2,oil-exploration-and-production,3
Aban Offshore,35.0,1.74,42.6,16.65,204.28,oil-exploration-and-production,3
Deep Energy Res,42.35,-2.08,89.75,30.8,135.52,oil-exploration-and-production,2
Gujarat Natural,13.28,-4.94,19.61,9.2,74.7,oil-exploration-and-production,1
Continent Petro,53.8,-0.28,59.25,5.14,29.92,oil-exploration-and-production,2
CAMS,2463.45,-3.3,2620.55,1230.0,12027.92,online-services,1
Just Dial,786.6,-0.06,1063.0,333.05,4866.84,online-services,2
Matrimony.com,880.0,-0.96,1242.0,311.0,2012.81,online-services,2
