Company Name,Last Price,% Change,52 wk High,52 wk Low,Market Cap (Rs. cr),Category,Color
HKG,54.55,0.28,59.05,18.32,95.46,trading,3
Cravatex,336.5,-6.31,391.0,211.0,86.96,trading,0
Ausom Enterp,63.4,-1.09,83.65,24.2,86.37,trading,2
Sicagen India,21.15,2.17,26.21,10.31,83.69,trading,3
TCI Industries,919.25,-5.0,1016.0,378.0,82.44,trading,0
Lahoti Over,19.5,0.57,21.8,7.7,56.88,trading,3
Zenithexpo,97.9,-2.3,116.0,33.6,52.83,trading,2
Anand Rayons,33.0,0.61,36.5,26.0,49.45,trading,3
Mishka Exim,30.05,2.91,31.0,24.75,43.42,trading,4
WH Brady,131.0,4.34,195.8,100.0,33.41,trading,4
Trident Texofab,32.6,4.99,49.5,22.4,32.83,trading,4
Remedium Lifeca,90.0,0.28,91.25,16.6,32.4,trading,3
CCL Internation,15.25,-4.98,21.5,2.82,29.27,trading,1
Amrapali Ind,5.66,4.43,6.2,3.3,29.1,trading,4
Dhoot Ind Fin,39.15,1.82,54.9,11.63,24.73,trading,3
Bombay Cycle,609.75,-0.14,787.0,408.05,24.39,trading,2
RR Metalmakers,31.25,-4.87,34.55,19.2,21.83,trading,1
Thacker,199.0,-0.5,259.0,82.05,21.65,trading,2
Binny Mills,64.8,-1.82,108.35,25.35,20.66,trading,2
Ace Men Engg Wo,55.95,3.61,56.7,16.0,17.34,trading,4
Shree Metalloys,29.45,-5.0,32.6,10.4,15.48,trading,0
Chandra Prabhu,40.0,3.49,46.4,12.8,14.79,trading,4
Le Lavoir,44.95,-0.77,53.0,17.9,14.56,trading,2
Biogen Pharmach,0.22,0.0,0.37,0.19,14.36,trading,2
CHD Chemicals,13.35,1.99,74.95,11.44,13.5,trading,3
Chemtech Ind,10.97,0.18,15.85,6.8,12.6,trading,3
Neeraj Paper,11.39,1.7,13.29,10.0,12.53,trading,3
Mayukh Dealtrad,18.1,3.13,19.6,4.25,11.58,trading,4
Diggi Multitrad,11.35,8.1,12.0,4.11,10.98,trading,5
MRP Agro,33.05,-4.48,40.5,30.5,9.85,trading,1
Fortune Intl,13.23,5.0,16.34,8.8,9.31,trading,4
Panachen Inn,18.6,4.79,29.75,12.25,8.17,trading,4
Mah Corporation,0.56,1.82,0.77,0.17,7.58,trading,3
Rama Vision,7.53,4.87,8.87,2.26,7.55,trading,4
Tai Industries,12.21,4.99,14.21,6.61,7.33,trading,4
Mystic Electr,2.9,0.0,4.56,1.63,5.73,trading,2
Pazel Internati,0.3,3.45,0.73,0.19,5.28,trading,4
Fraser and Comp,5.89,-4.85,6.5,2.06,4.78,trading,1
Mukta Agri,2.2,4.76,3.34,1.63,4.77,trading,4
Devhari Exports,0.64,1.59,5.3,0.62,4.75,trading,3
Universal,3.2,-0.31,4.65,0.69,4.69,trading,2
MRC Exim,4.4,-1.12,7.25,3.1,4.59,trading,2
Trijal Ind,7.97,1.92,7.97,1.9,4.0,trading,3
Unitech Inter,3.95,-4.82,5.86,3.0,3.99,trading,1
Macro (Int) Exp,8.75,0.0,9.19,8.74,3.48,trading,2
Quasar India,6.35,0.0,12.58,6.1,3.4,trading,2
Gujarat Metal,17.0,4.04,21.0,5.57,3.37,trading,4
Khoobsurat,0.25,4.17,0.3,0.19,3.32,trading,4
Sawaca Business,3.03,1.68,3.03,0.47,3.15,trading,3
Amforge,2.1,-2.78,3.23,0.58,3.02,trading,1
Contech Soft,5.4,1.89,5.4,1.1,2.98,trading,3
Navketan Merch,0.7,-4.11,0.75,0.19,2.52,trading,1
Haria Exports,1.91,1.6,1.91,0.47,2.21,trading,3
Priya Limited,6.81,0.0,15.05,6.18,2.04,trading,2
Gagan Polycot,1.81,4.02,2.73,1.22,1.81,trading,4
Atharv Ent,1.02,3.03,1.26,0.59,1.73,trading,4
Indian LinkChai,333.7,4.99,505.0,317.85,1.67,trading,4
AVI Photochem,15.83,4.97,21.05,7.05,1.65,trading,4
Chambal Brewery,2.18,4.81,2.2,1.0,1.63,trading,4
Tirupati Tyres,4.1,4.86,4.25,0.54,1.41,trading,4
Radhagobind Com,8.7,-3.33,31.7,7.41,1.25,trading,1
India Infra,4.47,4.93,4.47,1.27,1.25,trading,4
Yarn Syndicate,1.81,-4.74,2.71,1.81,0.68,trading,1
Unimode Oversea,12.83,0.0,15.75,12.83,0.64,trading,2
Proseed India,1.69,4.97,1.69,0.22,0.52,trading,4
Kalpataru Power,427.45,-0.6,438.05,191.8,6365.12,transmission-towers-equipments,2
Adani Ports,764.95,-0.27,885.0,298.1,156183.8,transport-infrastructure,2
Starlog Enter,15.6,8.33,22.95,7.21,18.67,transport-infrastructure,5
Duke Offshore,12.3,-1.05,15.27,4.75,12.12,transport-infrastructure,2
Easy Trip,273.65,3.34,273.65,147.5,2973.07,travel-services,4
Thomas Cook,61.4,4.96,61.8,25.0,2322.61,travel-services,4
BLS Internation,110.45,-2.39,133.15,29.95,1131.56,travel-services,2
Intl Travel,69.05,-1.36,78.8,38.7,55.2,travel-services,2
Transcorp Intl,10.2,-0.39,14.1,6.5,32.42,travel-services,2
Cox & Kings,1.23,4.24,2.31,0.75,21.72,travel-services,4
Crown Tours,18.75,1.9,23.7,14.0,5.81,travel-services,3
Asya Infosoft,4.0,0.76,7.16,3.7,4.82,travel-services,3
VMV Holidays,8.13,-4.35,48.05,7.9,4.54,travel-services,1
Sun TV Network,516.95,-0.53,570.7,368.15,20372.2,tv-broadcasting-software-production,2
Zee Entertain,201.5,1.74,261.0,134.75,19354.39,tv-broadcasting-software-production,3
TV18 Broadcast,41.3,3.77,44.4,20.4,7080.31,tv-broadcasting-software-production,4
Network 18,39.75,-0.38,50.05,23.25,4161.62,tv-broadcasting-software-production,2
TV TodayNetwork,365.85,2.36,367.95,167.6,2182.98,tv-broadcasting-software-production,3
Nxtdigital,517.6,-0.91,721.0,313.4,1244.89,tv-broadcasting-software-production,2
Ent Network Ind,176.55,5.25,189.75,116.2,841.62,tv-broadcasting-software-production,5
Music Broadcast,23.8,1.93,27.5,12.5,822.73,tv-broadcasting-software-production,3
NDTV,78.95,-3.48,81.8,27.2,509.0,tv-broadcasting-software-production,1
Zee Media,9.78,4.94,10.72,4.26,460.43,tv-broadcasting-software-production,4
Raj Television,43.35,19.92,47.95,29.15,225.04,tv-broadcasting-software-production,5
Siti Networks,1.14,4.59,2.75,0.5,99.41,tv-broadcasting-software-production,4
Colorchips New ,36.15,1.97,36.15,4.4,61.49,tv-broadcasting-software-production,3
Perfect-Octave,2.44,-1.21,2.47,0.95,8.47,tv-broadcasting-software-production,2
Jain Studios,2.25,4.65,4.43,0.84,6.43,tv-broadcasting-software-production,4
Creative Eye,2.8,-2.1,4.59,1.19,5.62,tv-broadcasting-software-production,2
Padmalaya Tele,2.28,-4.6,3.3,1.4,3.88,tv-broadcasting-software-production,1
Ortel Comm,1.06,4.95,2.24,0.65,3.5,tv-broadcasting-software-production,4
Sea TV Network,1.58,4.64,3.55,0.83,1.9,tv-broadcasting-software-production,4
Ruchi Soya,1126.65,5.0,1535.0,405.0,33330.93,vegetable-oils-products,4
Agro Tech Foods,1000.65,2.74,1080.0,455.15,2438.51,vegetable-oils-products,4
Manorama Indust,1144.0,2.14,1155.0,320.0,1273.03,vegetable-oils-products,3
AVT Natural,68.9,4.39,68.9,34.2,1049.24,vegetable-oils-products,4
Evexia Lifecare,128.2,-1.76,170.0,71.25,793.99,vegetable-oils-products,2
Vijay Solvex,2421.6,-2.0,2571.8,201.0,775.22,vegetable-oils-products,2
BCL Industries,157.55,-1.96,164.05,36.15,380.48,vegetable-oils-products,2
Gokul Agro,27.0,-2.88,31.75,9.78,356.12,vegetable-oils-products,1
Gokul Refoils,24.8,1.43,29.75,9.06,245.51,vegetable-oils-products,3
Kriti Nutrients,43.6,-0.91,53.3,17.0,218.45,vegetable-oils-products,2
Ajanta Soya,119.55,-1.93,134.9,25.65,192.43,vegetable-oils-products,2
Ruchinfra,8.36,-4.89,20.65,5.42,171.58,vegetable-oils-products,1
Modi Naturals,107.15,-2.81,127.75,19.4,135.61,vegetable-oils-products,1
Sanwaria Consum,0.68,1.49,4.15,0.57,50.05,vegetable-oils-products,3
Vegetable Prod,4.28,4.9,5.0,1.9,46.74,vegetable-oils-products,4
Raj Oil Mills,107.9,-0.64,201.1,3.62,40.43,vegetable-oils-products,2
Poona Dal,47.3,12.89,58.7,28.95,27.0,vegetable-oils-products,5
Natraj Proteins,65.4,4.98,65.4,14.0,24.51,vegetable-oils-products,4
Prima Ind,18.4,0.55,21.95,6.38,19.86,vegetable-oils-products,3
NK Industries,26.9,3.66,26.9,16.05,16.17,vegetable-oils-products,4
Diligent Ind,7.05,-4.99,9.55,3.82,16.12,vegetable-oils-products,1
Madhusudan Ind,12.78,-0.08,14.48,8.65,6.87,vegetable-oils-products,2
J R Foods Ltd,3.42,-4.74,4.67,2.06,3.25,vegetable-oils-products,1
Ashiana Agro,5.63,1.99,11.55,0.26,2.59,vegetable-oils-products,3
KDDL,284.2,1.55,436.0,102.39,362.0,watches-accessories,3
Timex Group Ind,31.6,-0.94,40.25,17.45,319.0,watches-accessories,2
CenturyPlyboard,414.95,-5.12,447.3,100.55,9219.07,wood-wood-products,0
Greenply Ind,215.2,-0.72,224.45,73.55,2638.94,wood-wood-products,2
Oriental RI,54.5,4.81,61.35,24.9,293.77,wood-wood-products,4
Archidply Ind,35.8,-0.56,46.9,16.35,71.12,wood-wood-products,2
Duroply Industr,53.25,4.51,76.8,23.05,34.4,wood-wood-products,4
Mangalam Timber,12.56,0.48,13.5,6.01,23.02,wood-wood-products,3
Ecoboard Inds,4.93,4.89,7.08,2.55,8.79,wood-wood-products,4
Bloom Dekor,9.6,0.0,19.45,7.0,6.58,wood-wood-products,2
